# Copyright (c) 1966-2024 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement
# Generated: 2024-01-05
# See end of file for additional documentation on specific fields
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene/Locus And Other Related Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
chr17	46762506	46818692	17q21	17q21.31-q21.32	165330	WNT3, INT4, TETAMS	Wingless-type MMTV integration site family, member 3	WNT3	7473	ENSG00000108379	mutation identified in 1 TETAMS1 family	?Tetra-amelia syndrome 1, 273395 (3), Autosomal recessive	Wnt3 (MGI:98955)
chr17	46833189	46886738	17q21	17q21.32	602864	WNT15	Wingless-type MMTV integration site family, member 15	WNT9B	7484	ENSG00000158955			Wnt9b (MGI:1197020)
chr17	46923160	46975890	17q21	17q21.32	604027	GOSR2, GS27, EPM6, MYOS	Golgi snap receptor complex member 2	GOSR2	9570	ENSG00000108433		Epilepsy, progressive myoclonic 6, 614018 (3), Autosomal recessive; Muscular dystrophy, congenital, with or without seizures, 620166 (3), Autosomal recessive	Gosr2 (MGI:1927204)
chr17	47117703	47189295	17q12-q23.2	17q21.32	116946	CDC27	Cell division cycle 27	CDC27	996	ENSG00000004897	between ERBB2 and PRKCA		Cdc27 (MGI:102685)
chr17	47189433	47227650	17q21.32	17q21.32	160770	MYL4	Myosin, light polypeptide-4, alkali, atrial, embryonic	MYL4	4635	ENSG00000198336	mutation identified in 1 ATFB18 family	?Atrial fibrillation, familial, 18, 617280 (3), Autosomal dominant	Myl4 (MGI:97267)
chr17	47253827	47313743	17q21.32	17q21.32	173470	ITGB3, GP3A, GT2, BDPLT24	Integrin, beta-3 (platelet glycoprotein IIIa; antigen CD61)	ITGB3	3690	ENSG00000259207	in same 260kb fragment as GP2B; PL(A) platelet antigen	Bleeding disorder, platelet-type, 24, autosomal dominant, 619271 (3); Thrombocytopenia, neonatal alloimmune (3); Purpura, posttransfusion (3); {Myocardial infarction, susceptibility to}, 608446 (3); Glanzmann thrombasthenia 2, 619267 (3), Autosomal recessive	Itgb3 (MGI:96612)
chr17	47522933	47623276	17q21	17q21.32	606793	NPEPPS, PSA, MP100	Aminopeptidase, puromycin-sensitive	NPEPPS	9520	ENSG00000141279			Npepps (MGI:1101358)
chr17	47649919	47685505	17q21	17q21.32	602738	KPNB1	Karyopherin beta-1	KPNB1	3837	ENSG00000108424			Kpnb1 (MGI:107532)
chr17	47694063	47712063	17q21.32	17q21.32	608476	TBKBP1, PROSAPIP2, KIAA0775	TBK1-binding protein 1	TBKBP1	9755	ENSG00000198933			Tbkbp1 (MGI:1920424)
chr17	47733236	47746122	17q21.3	17q21.32	604895	TBX21, TBET, IMD88	T-box 21	TBX21	30009	ENSG00000073861	mutation identified in 1 IMD88 patient	Asthma and nasal polyps, 208550 (3), Autosomal recessive; ?Immunodeficiency 88, 619630 (3), Autosomal recessive; {Asthma, aspirin-induced, susceptibility to}, 208550 (3), Autosomal recessive	Tbx21 (MGI:1888984)
chr17	47807372	47821794	17q21.2	17q21.32	606735	OSBPL7, ORP7	Oxysterol-binding protein-like protein 7	OSBPL7	114881	ENSG00000006025			Osbpl7 (MGI:1918490)
chr17	47823272	47831541	17q21.3	17q21.32	611825	MRPL10, MRPL8	Mitochondrial ribosomal protein L10	MRPL10	124995	ENSG00000159111			Mrpl10 (MGI:1333801)
chr17	47837692	47841273	17q21.3	17q21.32	614966	SCRN2, SES2	Secernin 2	SCRN2	90507	ENSG00000141295			Scrn2 (MGI:1343092)
chr17	47844908	47876311	17q21.32	17q21.32	608613	SP6, KLF14, EPFN, AI1K	Transcription factor Sp6	SP6	80320	ENSG00000189120		Amelogenesis imperfecta, type IK, 620104 (3), Autosomal dominant	Sp6 (MGI:1932575)
chr17	47896236	47931731	17q21.32	17q21.32	601801	SP2	Transcription factor Sp2	SP2	6668	ENSG00000167182			Sp2 (MGI:1926162)
chr17	47941571	47949308	17q21.32	17q21.32	603287	PNPO	Pyridoxamine 5'-phosphate oxidase	PNPO	55163	ENSG00000108439		Pyridoxamine 5'-phosphate oxidase deficiency, 610090 (3), Autosomal recessive	Pnpo (MGI:2144151)
chr17	47967904	47981781	17q21.31	17q21.32	608202	CDK5RAP3	CDK5 regulatory subunit-associated protein 3	CDK5RAP3	80279	ENSG00000108465			Cdk5rap3 (MGI:1933126)
chr17	48026167	48048053	17q21.32	17q21.32	615526	COPZ2	Coatomer protein complex, subunit zeta-2	COPZ2	51226	ENSG00000005243			Copz2 (MGI:1929008)
chr17	48037161	48037247	17q21.32	17q21.32	613788	MIR152, MIRN152	Micro RNA 152	MIR152	406943	ENSG00000207947			Mir152 (MGI:2676837)
chr17	48048359	48061545	17q21.3	17q21.32	163260	NFE2L1, NRF1	Nuclear factor, erythroid-derived 2-like 1	NFE2L1	4779	ENSG00000082641			Nfe2l1 (MGI:99421)
chr17	48070059	48101478	17q21.32	17q21.32	604511	CBX1	Chromobox 1	CBX1	10951	ENSG00000108468			Cbx1 (MGI:105369)
chr17	48107523	48123601	17q21.32	17q21.32	614906	SNX11	Sorting nexin 11	SNX11	29916	ENSG00000002919			Snx11 (MGI:1921729)
chr17	48133442	48445061	17q21.32	17q21.32	604969	SKAP1, SCAP1, SKAP55	SRC kinase-associated phosphoprotein 1, 55kD	SKAP1	8631	ENSG00000141293			Skap1 (MGI:1925723)
chr17	48528526	48531011	17q21-q22	17q21.32	142968	HOXB1, HOX2I, HCFP3	Homeobox-B1	HOXB1	3211	ENSG00000120094		Facial paresis, hereditary congenital, 3, 614744 (3), Autosomal recessive	Hoxb1 (MGI:96182)
chr17	48542655	48545109	17q21-q22	17q21.32	142967	HOXB2, HOX2H	Homeobox B2	HOXB2	3212	ENSG00000173917			Hoxb2 (MGI:96183)
chr17	48544351	48551241	17q21.32	17q21.32	618066	HOXBAS1, HOXB3OS	Homeobox B cluster antisense RNA 1, noncoding	HOXB-AS1	100874362	ENSG00000230148			
chr17	48548870	48590241	17q21-q22	17q21.32	142966	HOXB3, HOX2G	Homeobox B3	HOXB3	3213	ENSG00000120093			Hoxb3 (MGI:96184)
chr17	48575507	48578350	17q21-q22	17q21.32	142965	HOXB4, HOX2F	Homeobox B4	HOXB4	3214	ENSG00000182742			Hoxb4 (MGI:96185)
chr17	48579838	48579947	17q21	17q21.32	610173	MIR10A	Micro RNA 10A	MIR10A	406902	ENSG00000284038			Mir10a (MGI:3619064)
chr17	48591257	48593779	17q21-q22	17q21.32	142960	HOXB5, HOX2A	Homeobox B5	HOXB5	3215	ENSG00000120075			Hoxb5 (MGI:96186)
chr17	48595751	48604986	17q21-q22	17q21.32	142961	HOXB6, HOX2B	Homeobox B6	HOXB6	3216	ENSG00000108511			Hoxb6 (MGI:96187)
chr17	48607232	48611017	17q21-q22	17q21.32	142962	HOXB7, HOX2C	Homeobox B7	HOXB7	3217	ENSG00000260027			Hoxb7 (MGI:96188)
chr17	48612346	48615292	17q21-q22	17q21.32	142963	HOXB8, HOX2D	Homeobox B8	HOXB8	3218	ENSG00000120068			Hoxb8 (MGI:96189)
chr17	48621156	48626358	17q21-q22	17q21.32	142964	HOXB9, HOX2E	Homeobox B9	HOXB9	3219	ENSG00000170689			Hoxb9 (MGI:96190)
chr17	48632490	48632559	17q21-q22	17q21.32	608632	MIR196A1, MIRN196A1	Micro RNA 196A1	MIR196A1	406972	ENSG00000210741			Mir196a-1 (MGI:2676860)
chr17	48718666	48724758	17q21.3	17q21.32	610787	PRAC2, HOXBAS5	PRAC2 small nuclear protein	PRAC2	360205	ENSG00000229637			
chr17	48721719	48722518	17q21.3	17q21.32	609819	PRAC1	PRAC1 small nuclear protein	PRAC1	84366	ENSG00000159182			
chr17	48724763	48728750	17q21.2	17q21.32	604607	HOXB13, HPC9	Homeobox B13	HOXB13	10481	ENSG00000159184		{Prostate cancer, hereditary, 9}, 610997 (3)	Hoxb13 (MGI:107730)
chr17	48762234	48817229	17q21.32	17q21.32	610849	TTLL6	Tubulin tyrosine ligase-like 6	TTLL6	284076	ENSG00000170703			Ttll6 (MGI:2683461)
chr17	48831035	48865245	17q21.32	17q21.32	604587	CALCOCO2, NDP52	Calcium binding and coiled-coil domain protein 2	CALCOCO2	10241	ENSG00000136436			Calcoco2 (MGI:1343177)
chr17	48892787	48895871	Chr.17	17q21.32	603192	ATP5G1	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C, isoform 1	ATP5MC1	516	ENSG00000159199			Atp5mc1 (MGI:107653)
chr17	48908407	48929056	17q21.32	17q21.32	611362	UBE2Z, USE1	Ubiquitin-conjugating enzyme E2 Z	UBE2Z	65264	ENSG00000159202			Ube2z (MGI:1343160)
chr17	48929316	48944842	17q21.32	17q21.32	610904	SNF8, VPS22, EAP30	SNF8 subunit of ESCRIT-II	SNF8	11267	ENSG00000159210			Snf8 (MGI:1343161)
chr17	48958554	48968596	17q21.3-q22	17q21.32	137240	GIP	Gastric inhibitory polypeptide	GIP	2695	ENSG00000159224			Gip (MGI:107504)
chr17	48996558	49056145	17q21.3	17q21.32	608288	IGF2BP1, IMP1, CRDBP, ZBP1	Insulin-like growth factor 2 mRNA-binding protein 1	IGF2BP1	10642	ENSG00000159217			Igf2bp1 (MGI:1890357)
chr17	49120344	49176840	17q21.2	17q21.32	111730	B4GALGT2, GALGT2, SD, SDA	Beta-1,4-N-acetyl-galactosaminyl transferase 2	B4GALNT2	124872	ENSG00000167080		[Blood group, Sid system], 615018 (3); Sd(a) polyagglutination syndrome, 615018 (3)	B4galnt2 (MGI:1342058)
chr17	49192528	49192599	17q21.32	17q21.32	189923	TRQ-TTG1-1, TRNAQ2, TRQ2	tRNA glutamine (anticodon TTG) 1-1	TRQ-TTG1-1	7229				
chr17	49206234	49210574	17q21	17q21.32	139391	GNGT2	Guanine nucleotide-binding protein, gamma-transducing activity polypeptide 2	GNGT2	2793	ENSG00000167083			Gngt2 (MGI:893584)
chr17	49210707	49223225	17q21.3	17q21.32	606363	NESH	NESH protein	ABI3	51225	ENSG00000108798			Abi3 (MGI:1913860)
chr17	49288117	49362473	17q21.32	17q21.32-q21.33	613907	ZNF652, KIAA0924	Zinc finger protein 652	ZNF652	22834	ENSG00000198740			Zfp652 (MGI:2442221)
chr17	49404052	49414882	17q21	17q21.33	176705	PHB1	Prohibitin 1	PHB1	5245	ENSG00000167085		{Breast cancer, susceptibility to}, 114480 (3), Somatic mutation, Autosomal dominant	Phb1 (MGI:97572)
chr17	49495293	49515008	17q21-q22	17q21.33	162010	NGFR, TNFRSF16	Nerve growth factor receptor	NGFR	4804	ENSG00000064300	distal to APL breakpoint, q21; < 0.5mb from HOX2		Ngfr (MGI:97323)
chr17	49575871	49583827	17q21.33	17q21.33	604636	NXPH3, NPH3	Neuroexophilin 3	NXPH3	11248	ENSG00000182575			Nxph3 (MGI:1336188)
chr17	49598884	49678163	17q21.33	17q21.33	602650	SPOP, NSDVS1, NSDVS2	Speckle-type POZ protein	SPOP	8405	ENSG00000121067		Nabais Sa-de Vries syndrome, type 1, 618828 (3), Autosomal dominant; Nabais Sa-de Vries syndrome, type 2, 618829 (3), Autosomal dominant	Spop (MGI:1343085)
chr17	49700943	49708197	17q21.33	17q21.33	610790	SLC35B1, UGTREL1	Solute carrier family 35, member B1	SLC35B1	10237	ENSG00000121073			Slc35b1 (MGI:1343133)
chr17	49788681	49835026	17q21.32	17q21.33	609880	KAT7, MYST2, HBO1	K(lysine) acetyltransferase 7	KAT7	11143	ENSG00000136504			Kat7 (MGI:2182799)
chr17	49838300	49848069	17q21.3	17q21.33	607833	RAC4, PPTC, HK1	Tachykinin 4	TAC4	255061	ENSG00000176358			Tac4 (MGI:1931130)
chr17	49968572	49974959	17q21.3-q22	17q21.33	601911	DLX4, DLX7, DLX8, OFC15	Distal-less homeobox 4	DLX4	1748	ENSG00000108813	mutation identified in 1 OFC15 family	?Orofacial cleft 15, 616788 (3), Autosomal dominant	Dlx4 (MGI:94904)
chr17	49990005	49995224	17q21.3-q22	17q21.33	600525	DLX3, TDO, AI4	Distal-less homeobox 3	DLX3	1747	ENSG00000064195		Trichodontoosseous syndrome, 190320 (3), Autosomal dominant; Amelogenesis imperfecta, type IV, 104510 (3), Autosomal dominant	Dlx3 (MGI:94903)
chr17	50056110	50090481	17q21.33	17q21.33	605025	ITGA3, CD49C, GAPB3, JEB7	Integrin, alpha-3	ITGA3	3675	ENSG00000005884		Epidermolysis bullosa, junctional 7, with interstitial lung disease and nephrotic syndrome, 614748 (3), Autosomal recessive	Itga3 (MGI:96602)
chr17	50094737	50112152	17q21.33	17q21.33	602525	PDK2	Pyruvate dehydrogenase kinase, isoenzyme 2	PDK2	5164	ENSG00000005882			Pdk2 (MGI:1343087)
chr17	50110040	50130160	17q21.33	17q21.33	619233	SAMD14	Sterile alpha motif domain-containing protein 14	SAMD14	201191	ENSG00000167100			Samd14 (MGI:2384945)
chr17	50133737	50150677	17q21.33	17q21.33	603325	PPP1R9B, SPINO	Protein phosphatase 1, regulatory subunit 9B	PPP1R9B	84687	ENSG00000108819			Ppp1r9b (MGI:2387581)
chr17	50166005	50175928	17q12-q21.33	17q21.33	600119	SGCA, ADL, DAG2, LGMDR3	Sarcoglycan, alpha (50kD dystrophin-associated glycoprotein; adhalin)	SGCA	6442	ENSG00000108823		Muscular dystrophy, limb-girdle, autosomal recessive 3, 608099 (3), Autosomal recessive	Sgca (MGI:894698)
chr17	50171428	50172476	17q21.33	17q21.33	608101	HILS1	Spermatid-specific linker histone H1-like protein	H1-9P	373861				
chr17	50184101	50201631	17q21.31-q22	17q21.33	120150	COL1A1, OI1, OI2, OI3, OI4, EDSARTH1, CAFYD	Collagen I, alpha-1 polypeptide	COL1A1	1277	ENSG00000108821	fused with PDGFB in DFPB	Osteogenesis imperfecta, type II, 166210 (3), Autosomal dominant; Caffey disease, 114000 (3), Autosomal dominant; Ehlers-Danlos syndrome, arthrochalasia type, 1, 130060 (3), Autosomal dominant; Osteogenesis imperfecta, type I, 166200 (3), Autosomal dominant; {Bone mineral density variation QTL, osteoporosis}, 166710 (3), Autosomal dominant; Combined osteogenesis imperfecta and Ehlers-Danlos syndrome 1, 619115 (3), Autosomal dominant; Osteogenesis imperfecta, type IV, 166220 (3), Autosomal dominant; Osteogenesis imperfecta, type III, 259420 (3), Autosomal dominant	Col1a1 (MGI:88467)
chr17	50271406	50281485	17q21.33	17q21.33	619604	TMEM92	Transmembrane protein 92	TMEM92	162461	ENSG00000167105			Tmem92 (MGI:3034723)
chr17	50346126	50361185	17q21.3-q22	17q21.33	608125	XYLT2, XT2, SOS	Xylosyltransferase 2	XYLT2	64132	ENSG00000015532		{Pseudoxanthoma elasticum, modifier of severity of}, 264800 (3), Autosomal recessive; Spondyloocular syndrome, 605822 (3), Autosomal recessive	Xylt2 (MGI:2444797)
chr17	50367867	50373184	17q21.3-q22	17q21.33	611837	MRPL27	Mitochondrial ribosomal protein L27	MRPL27	51264	ENSG00000108826			Mrpl27 (MGI:2137224)
chr17	50373229	50381483	17q21.3	17q21.33	610885	EME1	Essential meiotic structure-specific endonuclease 1	EME1	146956	ENSG00000154920			Eme1 (MGI:3576783)
chr17	50381238	50397523	17q21.33	17q21.33	614854	LRRC59, p34	Leucine-rich repeat-containing protein 59	LRRC59	55379	ENSG00000108829			Lrrc59 (MGI:2138133)
chr17	50426218	50474845	17q21.33	17q21.33	610465	ACSF2, FLJ20920	Acyl-CoA synthetase family member 2	ACSF2	80221	ENSG00000167107			Acsf2 (MGI:2388287)
chr17	50464496	50468880	17q21.33	17q21.33	602178	CHAD	Chondroadherin	CHAD	1101	ENSG00000136457			Chad (MGI:1096866)
chr17	50478860	50485974	17q21.33	17q21.33	620590	RSAD1	Radical S-adenosyl methionine domain-containing protein 1	RSAD1	55316	ENSG00000136444			Rsad1 (MGI:3039628)
chr17	50507778	50531501	17q21	17q21.33	609835	MYCBPAP, AMAP1	MYCBP-associated protein	MYCBPAP	84073	ENSG00000136449			Mycbpap (MGI:2388726)
chr17	50532735	50543750	Chr.17	17q21.33	607264	EPN3	Epsin 3	EPN3	55040	ENSG00000049283			Epn3 (MGI:1919139)
chr17	50547174	50555852	17q21.33	17q21.33	613939	SPATA20, SSP411	Spermatogenesis-associated protein 20	SPATA20	64847	ENSG00000006282			Spata20 (MGI:2183449)
chr17	50560715	50627474	17q22	17q21.33	604065	CACNA1G, SCA42, SCA42ND	Calcium channel, voltage-dependent, T type, alpha-1G subunit	CACNA1G	8913	ENSG00000006283		Spinocerebellar ataxia 42, 616795 (3), Autosomal dominant; Spinocerebellar ataxia 42, early-onset, severe, with neurodevelopmental deficits, 618087 (3), Autosomal dominant	Cacna1g (MGI:1201678)
chr17	50634881	50692253	17q22	17q21.33	604323	ABCC3, CMOAT2, MRP3, MLP2	ATP-binding cassette, sub-family C, member 3	ABCC3	8714	ENSG00000108846			Abcc3 (MGI:1923658)
chr17	50719603	50756219	17q21.3	17q21.33	609434	LUC7L3, CROP, LUC7A	LUC7-like 3 pre-mRNA splicing factor	LUC7L3	51747	ENSG00000108848			Luc7l3 (MGI:1914934)
chr17	50834584	50842353	17q21.3	17q21.33	610895	WFIKKN2, WFIKKNRP	WAP, fillistatin, immunoglobulin, Kunitz, and NTR domains-containing protein 2	WFIKKN2	124857	ENSG00000173714			Wfikkn2 (MGI:2669209)
chr17	50862223	50867978	17q21	17q21.33	605523	TOB1, TOB	Transducer of ERBB2, 1	TOB1	10140	ENSG00000141232			Tob1 (MGI:1349721)
chr17	50962174	51120868	17q21.33	17q21.33	605430	SPAG9, SYD1, KIAA0516	Sperm-associated antigen 9	SPAG9	9043	ENSG00000008294			Spag9 (MGI:1918084)
chr17	51153559	51162168	17q21.3	17q21.33	156490	NME1, NM23	NME/NM23 nucleoside diphosphate kinase 1	NME1	4830	ENSG00000239672			Nme1 (MGI:97355)
chr17	51165536	51171744	17q21.3	17q21.33	156491	NME2	NME/NM23 nucleoside diphosphate kinase 2	NME2	4831	ENSG00000243678			Nme2 (MGI:97356)
chr17	51177425	51260958	17q21.33	17q21.33	618705	MBTD1	MBT domain-containing protein 1	MBTD1	54799	ENSG00000011258			Mbtd1 (MGI:2143977)
chr17	51260546	51297933	17q21.33	17q21.33	612816	UTP18	UTP18 small subunit processome component	UTP18	51096	ENSG00000011260			Utp18 (MGI:1923402)
chr17	51630313	52160023	17q21.33-q22	17q21.33-q22	604642	CA10, CARPX	Carbonic anhydrase X	CA10	56934	ENSG00000154975			Car10 (MGI:1919855)
chr17	52100001	59500000	17q22		151441	BCL5	B-cell CLL/lymphoma-5		603				
chr17	53822927	53825193	17q22	17q22	615142	KIF2B	Kinesin family member 2B	KIF2B	84643	ENSG00000141200			Kif2b (MGI:1920720)
chr17	54900852	54961956	17q22	17q22	604701	TOM1L1	Target of MYB1-like 1 membrane trafficking protein	TOM1L1	10040	ENSG00000141198			Tom1l1 (MGI:1919193)
chr17	54951902	54968785	17q22	17q22	603648	COX11, MC4DN23	Cytochrome c oxidase, subunit 11	COX11	1353	ENSG00000166260	pseudogene on 6p23-p22	Mitochondrial complex IV deficiency, nuclear type 23, 620275 (3), Autosomal recessive	Cox11 (MGI:1917052)
chr17	54968765	55213273	17q22	17q22	610415	STXBP4, SYNIP	Syntaxin-binding protein 4	STXBP4	252983	ENSG00000166263			Stxbp4 (MGI:1342296)
chr17	55264960	55325187	17q22	17q22	142385	HLF	Hepatic leukemia factor	HLF	3131	ENSG00000108924			Hlf (MGI:96108)
chr17	55392622	55421835	17q22	17q22	604467	MMD, MMD1, PAQR11	Monocyte-to-macrophage differentiation-associated protein	MMD	23531	ENSG00000108960			Mmd (MGI:1914718)
chr17	55719627	55732081	17q22	17q22	616334	TMEM100	Transmembrane protein 100	TMEM100	55273	ENSG00000166292			Tmem100 (MGI:1915138)
chr17	55751051	55852715	17q21-q22	17q22	606055	PCTP	Phosphatidylcholine transfer protein	PCTP	58488	ENSG00000141179			Pctp (MGI:107375)
chr17	56593699	56595611	17q22	17q22	602991	NOG, SYM1, SYNS1A	Noggin	NOG	9241	ENSG00000183691		Symphalangism, proximal, 1A, 185800 (3), Autosomal dominant; Brachydactyly, type B2, 611377 (3), Autosomal dominant; Stapes ankylosis with broad thumbs and toes, 184460 (3), Autosomal dominant; Tarsal-carpal coalition syndrome, 186570 (3), Autosomal dominant; Multiple synostoses syndrome 1, 186500 (3), Autosomal dominant	Nog (MGI:104327)
chr17	56834151	56869567	17q22	17q22	601440	DGKE, NPHS7, AHUS7	Diacylglycerol kinase, epsilon, 64-kD	DGKE	8526	ENSG00000153933		{Hemolytic uremic syndrome, atypical, susceptibility to, 7}, 615008 (3), Autosomal recessive; Nephrotic syndrome, type 7, 615008 (3), Autosomal recessive	Dgke (MGI:1889276)
chr17	56887909	56914049	17q23.1	17q22	600453	TRIM25, ZNF147, EFP	Tripartite motif-containing 25	TRIM25	7706	ENSG00000121060	300kb from MPO		Trim25 (MGI:102749)
chr17	56938199	56961050	17q22-q23	17q22	600272	COIL, CLN80	Coilin p80	COIL	8161	ENSG00000121058			Coil (MGI:104842)
chr17	56978131	57006768	17q22	17q22	619723	SCPEP1, RISC	Serine carboxypeptidase 1	SCPEP1	59342	ENSG00000121064			Scpep1 (MGI:1921867)
chr17	57085246	57121344	Chr.17	17q22	602449	AKAP1, AKAP149, SAKAP84	A-kinase anchor protein 1, 149kD	AKAP1	8165	ENSG00000121057			Akap1 (MGI:104729)
chr17	57255851	57701581	17q22	17q22	607897	MSI2	Musashi RNA binding protein 2	MSI2	124540	ENSG00000153944			Msi2 (MGI:1923876)
chr17	57834781	57850044	17q22-q23	17q22	611985	MRPS23, COXPD46	Mitochondrial ribosomal protein S23	MRPS23	51649	ENSG00000181610	mutation identified in 1 COXPD46 patient	?Combined oxidative phosphorylation deficiency 46, 618952 (3), Autosomal recessive	Mrps23 (MGI:1928138)
chr17	57861243	57955412	17q22	17q22	620552	CUEDC1	CUE domain-containing protein 1	CUEDC1	404093	ENSG00000180891			Cuedc1 (MGI:2144281)
chr17	57971552	57988254	17q22	17q22	606747	VEZF1, ZNF161, CMD1OO	Vascular endothelial zinc finger 1	VEZF1	7716	ENSG00000136451	mutation identified in 1 CMD1OO family	?Cardiomyopathy, dilated, 1OO, 620247 (3), Autosomal dominant	Vezf1 (MGI:1313291)
chr17	57989038	58007246	17q21.3-q22	17q22	600812	SRSF1, SFRS1, ASF, SF2, SRp30a, NEDFBA	Splicing factor, arginine/serine-rich 1 (splicing factor 2, alternate splicing factor)	SRSF1	6426	ENSG00000136450		Neurodevelopmental disorder with dysmorphic facies and behavioral abnormalities, 620489 (3), Autosomal dominant	Srsf1 (MGI:98283)
chr17	58083419	58095542	17q23.2	17q22	608942	DYNLL2, DLC2	Dynein, light chain, LC8-type 2	DYNLL2	140735	ENSG00000264364			Dynll2 (MGI:1915347)
chr17	58192726	58205174	17q23.1	17q22	131399	EPX, EPXD	Eosinophil peroxidase	EPX	8288	ENSG00000121053		[Eosinophil peroxidase deficiency], 261500 (3), Autosomal recessive	Epx (MGI:107569)
chr17	58205441	58219255	17q23	17q22	609883	MKS1, MKS, BBS13, JBTS28	MKS1 transition zone complex subunit 1	MKS1	54903	ENSG00000011143	frequent in Finland	Bardet-Biedl syndrome 13, 615990 (3), Autosomal recessive; Meckel syndrome 1, 249000 (3), Autosomal recessive; Joubert syndrome 28, 617121 (3), Autosomal recessive	Mks1 (MGI:3584243)
chr17	58238584	58268518	17q23.1	17q22	150205	LPO	Lactoperoxidase	LPO	4025	ENSG00000167419			Lpo (MGI:1923363)
chr17	58269855	58280935	17q23.1	17q22	606989	MPO	Myeloperoxidase	MPO	4353	ENSG00000005381	translocated in t(15;17)(q22;q11.2)	{Alzheimer disease, susceptibility to}, 104300 (3), Autosomal dominant; Myeloperoxidase deficiency, 254600 (3), Autosomal recessive; {Lung cancer, protection against, in smokers} (3)	Mpo (MGI:97137)
chr17	58301231	58328795	17q23.2	17q22	610764	TSPOAP1, RIMBP1, KIAA0612, BZRAP1, PRAX1, DYT22	TSPO associated protein 1	TSPOAP1	9256	ENSG00000005379	mutation identified in 1 DYT22AO	Dystonia 22, juvenile-onset, 620453 (3), Autosomal recessive; ?Dystonia 22, adult-onset, 620456 (3), Autosomal recessive	Tspoap1 (MGI:2450877)
chr17	58331232	58331318	17q22	17q22	615657	MIR142	Micro RNA 142	MIR142	406934	ENSG00000284353			Mir142 (MGI:2676827)
chr17	58345178	58352201	17q22	17q22	603555	SUPT4H1	SPT4 homolog, DSIF elongation factor subunit	SUPT4H1	6827	ENSG00000213246			Supt4a,Supt4b (MGI:107416,MGI:1335090)
chr17	58352500	58417534	17q23.2	17q22	612482	RNF43, RNF124, SSPCS	Ring finger protein 43	RNF43	54894	ENSG00000108375		Sessile serrated polyposis cancer syndrome, 617108 (3), Autosomal dominant	Rnf43 (MGI:2442609)
